"Cluster","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"EC","GO:0170039","proteinogenic amino acid metabolic process","10/288","175/18860",0.0571428571428571,3.74206349206349,4.53812251701136,0.000368858005187919,0.0123533278218954,0.0100770856583015,"2639/5092/4507/2746/10247/23475/2875/29968/4204/11112",10
"EC","GO:0006418","tRNA aminoacylation for protein translation","5/288","41/18860",0.121951219512195,7.98611111111111,5.57641879757903,0.000383167014184695,0.0124242837957743,0.0101349671811636,"16/10056/57470/8565/54938",5
"EC","GO:0007051","spindle organization","11/288","209/18860",0.0526315789473684,3.44663742690058,4.42912496314427,0.000384254918445805,0.0124242837957743,0.0101349671811636,"22924/7430/1639/91782/11076/23332/3796/5524/3303/3304/5518",11
"EC","GO:1902965","regulation of protein localization to early endosome","3/288","10/18860",0.3,19.6458333333333,7.34433295411762,0.000390557253841363,0.0124242837957743,0.0101349671811636,"7430/4478/9475",3
"EC","GO:1902966","positive regulation of protein localization to early endosome","3/288","10/18860",0.3,19.6458333333333,7.34433295411762,0.000390557253841363,0.0124242837957743,0.0101349671811636,"7430/4478/9475",3
"EC","GO:0009895","negative regulation of catabolic process","16/288","394/18860",0.0406091370558376,2.65933446136492,4.14497451552757,0.00039064052201561,0.0124242837957743,0.0101349671811636,"6449/3240/302/2203/1457/7874/23256/57103/23788/1981/9097/29934/81892/5300/3326/10128",16
"EC","GO:0015980","energy derivation by oxidation of organic compounds","17/288","434/18860",0.0391705069124424,2.56512416794675,4.10775341767442,0.000391586495083846,0.0124242837957743,0.0101349671811636,"2992/55276/4705/8050/2203/10580/1737/4709/1291/57103/9555/23788/6648/55753/56270/847/5224",17
"EC","GO:0048041","focal adhesion assembly","7/288","88/18860",0.0795454545454545,5.20912247474747,4.92837632616005,0.000397821923713607,0.0125060669295093,0.0102016808356488,"10391/1845/10580/6281/23332/9475/88",7
"EC","GO:0170033","L-amino acid metabolic process","10/288","177/18860",0.0564971751412429,3.69978028876334,4.49384392705735,0.000403614571657568,0.0125060669295093,0.0102016808356488,"2639/5092/4507/2746/10247/23475/2875/29968/4204/11112",10
"EC","GO:0030100","regulation of endocytosis","14/288","318/18860",0.0440251572327044,2.88303633822502,4.21716126889587,0.000404536862248435,0.0125060669295093,0.0102016808356488,"3958/302/9829/718/1191/721/3685/408/811/3208/8301/29934/1742/399687",14
"EC","GO:0032233","positive regulation of actin filament bundle assembly","6/288","64/18860",0.09375,6.13932291666667,5.12848880486894,0.000429335777265258,0.0131602331048173,0.0107353093994159,"7168/22843/6281/9475/5217/171024",6
"EC","GO:0051651","maintenance of location in cell","11/288","212/18860",0.0518867924528302,3.3978642557652,4.3722262837465,0.000433461973200857,0.0131750584627521,0.0107474030153207,"11151/6717/288/1627/5334/7184/5048/2247/5581/23236/811",11
"EC","GO:1903034","regulation of response to wounding","10/288","179/18860",0.0558659217877095,3.65844196151459,4.450203543916,0.000441055065084327,0.0132914278514165,0.0108423300110649,"325/302/301/710/2244/2243/2266/2247/23332/5581",10
"EC","GO:0030449","regulation of complement activation","4/288","24/18860",0.166666666666667,10.9143518518519,6.05204075849112,0.000444639969593973,0.0132914278514165,0.0108423300110649,"710/718/1191/2",4
"EC","GO:0016054","organic acid catabolic process","12/288","248/18860",0.0483870967741935,3.16868279569892,4.28106270790763,0.000452166318305148,0.0132966306773148,0.0108465741566909,"2639/2746/1737/10247/1384/10455/23475/51181/2875/6652/4357/11112",12
"EC","GO:0046395","carboxylic acid catabolic process","12/288","248/18860",0.0483870967741935,3.16868279569892,4.28106270790763,0.000452166318305148,0.0132966306773148,0.0108465741566909,"2639/2746/1737/10247/1384/10455/23475/51181/2875/6652/4357/11112",12
"EC","GO:0006956","complement activation","6/288","65/18860",0.0923076923076923,6.0448717948718,5.07354928997073,0.000467019421012584,0.013349341724357,0.0108895725894891,"710/718/1191/2/721/714",6
"EC","GO:0031122","cytoplasmic microtubule organization","6/288","65/18860",0.0923076923076923,6.0448717948718,5.07354928997073,0.000467019421012584,0.013349341724357,0.0108895725894891,"7430/7461/84056/5048/11076/23332",6
"EC","GO:0045428","regulation of nitric oxide biosynthetic process","6/288","65/18860",0.0923076923076923,6.0448717948718,5.07354928997073,0.000467019421012584,0.013349341724357,0.0108895725894891,"1191/8570/6648/3320/9475/3326",6
"EC","GO:0022604","regulation of cell morphogenesis","12/288","249/18860",0.0481927710843374,3.15595716198126,4.26462828438401,0.000468721702790529,0.013349341724357,0.0108895725894891,"23136/11151/22924/301/7430/1627/7168/5048/4478/23580/3679/1742",12
"EC","GO:0009141","nucleoside triphosphate metabolic process","13/288","287/18860",0.0452961672473868,2.96626984126984,4.17993254898082,0.000495768682570658,0.0140093384754537,0.0114279573786641,"4705/2203/29789/4709/318/1291/57103/10059/23788/55753/3303/3304/5224",13
"EC","GO:0000338","protein deneddylation","3/288","11/18860",0.272727272727273,17.8598484848485,6.96517591204221,0.00053096001345311,0.0145482616501621,0.0118675777848477,"10920/10980/51138",3
"EC","GO:0016185","synaptic vesicle budding from presynaptic endocytic zone membrane","3/288","11/18860",0.272727272727273,17.8598484848485,6.96517591204221,0.00053096001345311,0.0145482616501621,0.0118675777848477,"8120/8943/26052",3
"EC","GO:0030953","astral microtubule organization","3/288","11/18860",0.272727272727273,17.8598484848485,6.96517591204221,0.00053096001345311,0.0145482616501621,0.0118675777848477,"7430/11076/23332",3
"EC","GO:0043039","tRNA aminoacylation","5/288","44/18860",0.113636363636364,7.44160353535353,5.327002667358,0.000534951285449699,0.0145482616501621,0.0118675777848477,"16/10056/57470/8565/54938",5
"EC","GO:1900026","positive regulation of substrate adhesion-dependent cell spreading","5/288","44/18860",0.113636363636364,7.44160353535353,5.327002667358,0.000534951285449699,0.0145482616501621,0.0118675777848477,"2244/6281/2243/2266/811",5
"EC","GO:0090277","positive regulation of peptide hormone secretion","8/288","121/18860",0.0661157024793388,4.32966023875115,4.57557455505502,0.000544167100320971,0.0146884507601564,0.0119819354454021,"2244/2746/2243/2266/5715/5581/23236/9255",8
"EC","GO:0007009","plasma membrane organization","10/288","185/18860",0.0540540540540541,3.53978978978979,4.32294359078512,0.000571099905734827,0.0153012471040213,0.0124818170430778,"23136/79026/302/288/1191/6281/91782/1291/9885/92154",10
"EC","GO:0015833","peptide transport","13/288","292/18860",0.0445205479452055,2.91547754946728,4.10782718615164,0.000582909711624227,0.0154263533924085,0.0125838710646861,"2697/6717/2244/2746/2243/5798/2266/5715/5581/23236/1113/9255/1363",13
"EC","GO:0031109","microtubule polymerization or depolymerization","9/288","153/18860",0.0588235294117647,3.85212418300654,4.41101271775168,0.00058429925760574,0.0154263533924085,0.0125838710646861,"22924/1639/11076/23332/3796/3303/3304/221074/4204",9
"EC","GO:0043038","amino acid activation","5/288","45/18860",0.111111111111111,7.27623456790124,5.24903596842557,0.000594391433446693,0.0155400920530612,0.0126766520741907,"16/10056/57470/8565/54938",5
"EC","GO:0046879","hormone secretion","14/288","331/18860",0.0422960725075529,2.76980530379322,4.04519754632112,0.000601496512974443,0.0155400920530612,0.0126766520741907,"2697/6717/301/2244/2746/2243/5798/2266/5715/5581/23236/1113/9255/1363",14
"EC","GO:0070371","ERK1 and ERK2 cascade","14/288","331/18860",0.0422960725075529,2.76980530379322,4.04519754632112,0.000601496512974443,0.0155400920530612,0.0126766520741907,"10457/7430/1845/2244/2243/2266/2247/3685/5594/408/65009/23014/5300/7534",14
"EC","GO:0006091","generation of precursor metabolites and energy","18/288","494/18860",0.0364372469635627,2.38613360323887,3.88765316939542,0.000624412652380121,0.0160177344940347,0.0130662834238259,"2992/55276/4705/8050/2203/10580/1737/4709/1291/57103/9555/23788/6648/55753/56270/847/5224/5226",18
"EC","GO:0002793","positive regulation of peptide secretion","8/288","124/18860",0.0645161290322581,4.22491039426523,4.48658905351122,0.000640219804758526,0.0161810101367158,0.0131994736589539,"2244/2746/2243/2266/5715/5581/23236/9255",8
"EC","GO:0030072","peptide hormone secretion","12/288","258/18860",0.0465116279069767,3.04586563307494,4.12034305718826,0.000642118649421944,0.0161810101367158,0.0131994736589539,"6717/2244/2746/2243/5798/2266/5715/5581/23236/1113/9255/1363",12
"EC","GO:0080164","regulation of nitric oxide metabolic process","6/288","69/18860",0.0869565217391304,5.69444444444444,4.86474454306285,0.00064419835766853,0.0161810101367158,0.0131994736589539,"1191/8570/6648/3320/9475/3326",6
"EC","GO:1904951","positive regulation of establishment of protein localization","14/288","334/18860",0.0419161676646707,2.74492681304059,4.00669105420123,0.000657024376314134,0.0162753354382927,0.0132764184431804,"9531/10391/288/2244/2746/2243/2266/5715/10059/5581/3320/23236/3208/399687",14
"EC","GO:0051235","maintenance of location","11/288","223/18860",0.0493273542600897,3.23025660189337,4.17201152212565,0.000661452670563734,0.0162753354382927,0.0132764184431804,"11151/6717/288/1627/5334/7184/5048/2247/5581/23236/811",11
"EC","GO:0051648","vesicle localization","11/288","223/18860",0.0493273542600897,3.23025660189337,4.17201152212565,0.000661452670563734,0.0162753354382927,0.0132764184431804,"3800/9146/10015/1639/6812/8867/5048/23332/8120/8943/26052",11
"EC","GO:0016082","synaptic vesicle priming","4/288","27/18860",0.148148148148148,9.70164609053498,5.63442732286059,0.000708404726190376,0.0172725429719416,0.0140898790653354,"6812/8867/22895/9885",4
"EC","GO:0048259","regulation of receptor-mediated endocytosis","8/288","126/18860",0.0634920634920635,4.15784832451499,4.42881477917396,0.000711531352728585,0.0172725429719416,0.0140898790653354,"302/9829/718/1191/408/3208/8301/1742",8
"EC","GO:0050905","neuromuscular process","10/288","191/18860",0.0523560209424084,3.42859220477022,4.20084820734289,0.000731393336933999,0.0176363313312685,0.0143866352521123,"23336/1639/16/1200/9456/5048/3320/1742/4204/6507",10
"EC","GO:0050714","positive regulation of protein secretion","9/288","158/18860",0.0569620253164557,3.73022151898734,4.29149527928865,0.000736289100552309,0.0176368058059451,0.0143870222993944,"2244/2746/2243/2266/5715/10059/5581/23236/399687",9
"EC","GO:0042177","negative regulation of protein catabolic process","8/288","127/18860",0.062992125984252,4.12510936132983,4.40037461227985,0.000749511728310454,0.0178354205348613,0.014549039989295,"6449/302/1457/7874/9097/29934/5300/3326",8
"EC","GO:0051492","regulation of stress fiber assembly","7/288","98/18860",0.0714285714285714,4.67757936507936,4.54529172853533,0.000761890365533689,0.0180114866152638,0.0146926638774746,"10391/7168/22843/6281/23332/9475/5217",7
"EC","GO:0048489","synaptic vesicle transport","5/288","48/18860",0.104166666666667,6.82146990740741,5.02877294452457,0.000802596064226689,0.0186460028912229,0.0152102632609455,"3800/8867/8120/8943/26052",5
"EC","GO:0098927","vesicle-mediated transport between endosomal compartments","5/288","48/18860",0.104166666666667,6.82146990740741,5.02877294452457,0.000802596064226689,0.0186460028912229,0.0152102632609455,"11151/7430/5594/4478/29934",5
"EC","GO:0007044","cell-substrate junction assembly","7/288","99/18860",0.0707070707070707,4.63033108866442,4.50984978974041,0.000809350968737073,0.0186460028912229,0.0152102632609455,"10391/1845/10580/6281/23332/9475/88",7
"EC","GO:0010657","muscle cell apoptotic process","7/288","99/18860",0.0707070707070707,4.63033108866442,4.50984978974041,0.000809350968737073,0.0186460028912229,0.0152102632609455,"824/9531/1291/57103/6648/3320/6416",7
"EC","GO:0002790","peptide secretion","12/288","266/18860",0.0451127819548872,2.95426065162907,3.99726673472943,0.000838650168280809,0.019063960472048,0.015551207369629,"6717/2244/2746/2243/5798/2266/5715/5581/23236/1113/9255/1363",12
"EC","GO:0006874","intracellular calcium ion homeostasis","13/288","304/18860",0.0427631578947368,2.80039290935673,3.94083399031592,0.00084622131887687,0.019063960472048,0.015551207369629,"11151/6717/5910/5334/7178/1991/7184/794/2247/5581/9885/23236/811",13
"EC","GO:0009914","hormone transport","14/288","343/18860",0.0408163265306122,2.67290249433107,3.89366525789574,0.000850394026340143,0.019063960472048,0.015551207369629,"2697/6717/301/2244/2746/2243/5798/2266/5715/5581/23236/1113/9255/1363",14
"EC","GO:0010810","regulation of cell-substrate adhesion","11/288","230/18860",0.0478260869565217,3.13194444444444,4.05097544375776,0.000852938673848482,0.019063960472048,0.015551207369629,"10391/1845/2244/8613/6281/2243/2266/23332/5581/9475/811",11
"EC","GO:2001242","regulation of intrinsic apoptotic signaling pathway","10/288","195/18860",0.0512820512820513,3.35826210826211,4.12212937452458,0.000857576785794602,0.019063960472048,0.015551207369629,"3315/8440/1191/2876/7178/2247/23788/6648/3303/8575",10
"EC","GO:0043279","response to alkaloid","7/288","100/18860",0.07,4.58402777777778,4.4748778669239,0.00085911682525403,0.019063960472048,0.015551207369629,"22924/84152/5520/9456/5581/3320/6507",7
"EC","GO:1902041","regulation of extrinsic apoptotic signaling pathway via death domain receptors","5/288","49/18860",0.102040816326531,6.68225623582766,4.95951432323986,0.000882783292855847,0.0192559762802696,0.0157078420655664,"3958/2876/2244/2243/2266",5
"EC","GO:0034116","positive regulation of heterotypic cell-cell adhesion","3/288","13/18860",0.230769230769231,15.1121794871795,6.33827223976928,0.000899712466509696,0.0192559762802696,0.0157078420655664,"2244/2243/2266",3
"EC","GO:0070142","synaptic vesicle budding","3/288","13/18860",0.230769230769231,15.1121794871795,6.33827223976928,0.000899712466509696,0.0192559762802696,0.0157078420655664,"8120/8943/26052",3
"EC","GO:0110095","cellular detoxification of aldehyde","3/288","13/18860",0.230769230769231,15.1121794871795,6.33827223976928,0.000899712466509696,0.0192559762802696,0.0157078420655664,"217/128/2098",3
"EC","GO:1902946","protein localization to early endosome","3/288","13/18860",0.230769230769231,15.1121794871795,6.33827223976928,0.000899712466509696,0.0192559762802696,0.0157078420655664,"7430/4478/9475",3
"EC","GO:1905668","positive regulation of protein localization to endosome","3/288","13/18860",0.230769230769231,15.1121794871795,6.33827223976928,0.000899712466509696,0.0192559762802696,0.0157078420655664,"7430/4478/9475",3
"EC","GO:0042026","protein refolding","4/288","29/18860",0.137931034482759,9.03256704980843,5.39067194646271,0.000936001297005147,0.0197983432237872,0.0161502716867062,"3315/3320/3303/3304",4
"EC","GO:0045907","positive regulation of vasoconstriction","4/288","29/18860",0.137931034482759,9.03256704980843,5.39067194646271,0.000936001297005147,0.0197983432237872,0.0161502716867062,"120/2244/2243/2266",4
"EC","GO:0006090","pyruvate metabolic process","8/288","132/18860",0.0606060606060606,3.96885521885522,4.26242274785715,0.000964643434219404,0.0202548795837433,0.0165226859925301,"8050/2203/1737/1291/57103/23788/55753/5224",8
"EC","GO:0002920","regulation of humoral immune response","5/288","50/18860",0.1,6.54861111111111,4.89216536064328,0.000968784674588771,0.0202548795837433,0.0165226859925301,"3263/710/718/1191/2",5
"EC","GO:0046883","regulation of hormone secretion","12/288","272/18860",0.0441176470588235,2.8890931372549,3.9079385588342,0.0010170243347623,0.0209057557110658,0.017053630737342,"2697/6717/301/2244/2746/2243/2266/5715/5581/23236/1113/9255",12
"EC","GO:0042325","regulation of phosphorylation","16/288","431/18860",0.037122969837587,2.43103892755865,3.74253124187913,0.00102059011299033,0.0209057557110658,0.017053630737342,"3315/7532/718/7164/10920/9146/22843/1991/2247/57103/1917/5594/408/5217/171024/5300",16
"EC","GO:0009408","response to heat","7/288","103/18860",0.0679611650485437,4.45051240560949,4.37267050375025,0.00102303532232752,0.0209057557110658,0.017053630737342,"9531/3315/3320/3303/3304/3326/11080",7
"EC","GO:0034109","homotypic cell-cell adhesion","7/288","103/18860",0.0679611650485437,4.45051240560949,4.37267050375025,0.00102303532232752,0.0209057557110658,0.017053630737342,"3315/288/2244/8613/2243/6812/2266",7
"EC","GO:0072522","purine-containing compound biosynthetic process","12/288","273/18860",0.043956043956044,2.87851037851038,3.89328780581454,0.0010496181725817,0.0213173524793978,0.0173893860860998,"2639/55276/4705/8050/4594/4507/10606/1737/55739/4709/318/23475",12
"EC","GO:0042220","response to cocaine","5/288","51/18860",0.0980392156862745,6.42020697167756,4.82663371208691,0.00106085801666895,0.0213173524793978,0.0173893860860998,"22924/84152/9456/3320/6507",5
"EC","GO:1903573","negative regulation of response to endoplasmic reticulum stress","5/288","51/18860",0.0980392156862745,6.42020697167756,4.82663371208691,0.00106085801666895,0.0213173524793978,0.0173893860860998,"6449/8440/1191/9097/3303",5
"EC","GO:0048488","synaptic vesicle endocytosis","6/288","76/18860",0.0789473684210526,5.16995614035088,4.53597320144551,0.00107495732699706,0.0214813295676706,0.017523148517434,"824/9829/8867/8120/8943/26052",6
"EC","GO:0031110","regulation of microtubule polymerization or depolymerization","7/288","104/18860",0.0673076923076923,4.40771901709402,4.33946881928693,0.00108281812074363,0.0215195227622511,0.0175543041783944,"22924/1639/23332/3303/3304/221074/4204",7
"EC","GO:2001236","regulation of extrinsic apoptotic signaling pathway","9/288","167/18860",0.0538922155688623,3.52919161676647,4.08814887570422,0.00109048589082534,0.0215534834268594,0.0175820072015153,"3958/2876/2244/2243/2266/3685/3303/3304/5518",9
"EC","GO:0001765","membrane raft assembly","3/288","14/18860",0.214285714285714,14.0327380952381,6.07458102042364,0.0011322036067618,0.0216137032987345,0.0176311308721542,"302/6281/1291",3
"EC","GO:0045916","negative regulation of complement activation","3/288","14/18860",0.214285714285714,14.0327380952381,6.07458102042364,0.0011322036067618,0.0216137032987345,0.0176311308721542,"710/1191/2",3
"EC","GO:0046185","aldehyde catabolic process","3/288","14/18860",0.214285714285714,14.0327380952381,6.07458102042364,0.0011322036067618,0.0216137032987345,0.0176311308721542,"217/128/2098",3
"EC","GO:0098840","protein transport along microtubule","3/288","14/18860",0.214285714285714,14.0327380952381,6.07458102042364,0.0011322036067618,0.0216137032987345,0.0176311308721542,"9531/3800/3315",3
"EC","GO:0099118","microtubule-based protein transport","3/288","14/18860",0.214285714285714,14.0327380952381,6.07458102042364,0.0011322036067618,0.0216137032987345,0.0176311308721542,"9531/3800/3315",3
"EC","GO:1905666","regulation of protein localization to endosome","3/288","14/18860",0.214285714285714,14.0327380952381,6.07458102042364,0.0011322036067618,0.0216137032987345,0.0176311308721542,"7430/4478/9475",3
"EC","GO:0072594","establishment of protein localization to organelle","17/288","478/18860",0.0355648535564854,2.3290039516504,3.6649670658363,0.00114443579126625,0.0216137032987345,0.0176311308721542,"54557/6449/9531/7529/80273/1191/3839/9146/1457/7874/9555/23788/3320/10527/8943/5300/1434",17
"EC","GO:0016079","synaptic vesicle exocytosis","7/288","105/18860",0.0666666666666667,4.36574074074074,4.30668404728017,0.00114531059600961,0.0216137032987345,0.0176311308721542,"8541/6812/8867/22895/9885/5217/91683",7
"EC","GO:0032886","regulation of microtubule-based process","12/288","276/18860",0.0434782608695652,2.84722222222222,3.84973046436621,0.00115265520499827,0.0216137032987345,0.0176311308721542,"22924/10015/1639/91782/5048/11076/23332/9475/3303/3304/221074/4204",12
"EC","GO:0002455","humoral immune response mediated by circulating immunoglobulin","5/288","52/18860",0.0961538461538462,6.29674145299145,4.76283322840201,0.00115926415260008,0.0216137032987345,0.0176311308721542,"3263/718/1191/721/714",5
"EC","GO:0030195","negative regulation of blood coagulation","5/288","52/18860",0.0961538461538462,6.29674145299145,4.76283322840201,0.00115926415260008,0.0216137032987345,0.0176311308721542,"302/710/2244/2243/2266",5
"EC","GO:1902850","microtubule cytoskeleton organization involved in mitosis","9/288","170/18860",0.0529411764705882,3.46691176470588,4.02345976570898,0.00123530515143903,0.0229133268346409,0.0186912838838521,"2697/1639/91782/5048/23332/3796/5524/3303/3304",9
"EC","GO:0051496","positive regulation of stress fiber assembly","5/288","53/18860",0.0943396226415094,6.17793501048218,4.70068342972596,0.00126426671217408,0.0232124502433181,0.0189352903778999,"7168/22843/6281/9475/5217",5
"EC","GO:1900047","negative regulation of hemostasis","5/288","53/18860",0.0943396226415094,6.17793501048218,4.70068342972596,0.00126426671217408,0.0232124502433181,0.0189352903778999,"302/710/2244/2243/2266",5
"EC","GO:0050708","regulation of protein secretion","12/288","281/18860",0.0427046263345196,2.79655990510083,3.77841739762128,0.00134298676652674,0.0243560726876049,0.0198681872861652,"6717/5910/2244/2746/2243/2266/5715/10059/5581/23236/1113/399687",12
"EC","GO:0010562","positive regulation of phosphorus metabolic process","13/288","320/18860",0.040625,2.66037326388889,3.73037156862362,0.00134675547069975,0.0243560726876049,0.0198681872861652,"824/718/7164/10920/1991/2247/57103/1917/5594/9475/408/5217/5300",13
"EC","GO:0045937","positive regulation of phosphate metabolic process","13/288","320/18860",0.040625,2.66037326388889,3.73037156862362,0.00134675547069975,0.0243560726876049,0.0198681872861652,"824/718/7164/10920/1991/2247/57103/1917/5594/9475/408/5217/5300",13
"EC","GO:0036258","multivesicular body assembly","4/288","32/18860",0.125,8.18576388888889,5.06608035432225,0.00136716022714174,0.0244802898097608,0.019969515980606,"9146/10015/51534/91782",4
"EC","GO:1902042","negative regulation of extrinsic apoptotic signaling pathway via death domain receptors","4/288","32/18860",0.125,8.18576388888889,5.06608035432225,0.00136716022714174,0.0244802898097608,0.019969515980606,"2876/2244/2243/2266",4
"EC","GO:0001867","complement activation, lectin pathway","3/288","15/18860",0.2,13.0972222222222,5.83659359008195,0.00139934142893038,0.0247640936793633,0.0202010257361452,"710/718/2",3
"EC","GO:0140238","presynaptic endocytosis","6/288","80/18860",0.075,4.91145833333333,4.36578299038864,0.00140455141257481,0.0247640936793633,0.0202010257361452,"824/9829/8867/8120/8943/26052",6
"EC","GO:0051208","sequestering of calcium ion","8/288","140/18860",0.0571428571428571,3.74206349206349,4.05522391002991,0.00140917433003946,0.0247640936793633,0.0202010257361452,"11151/6717/5334/7184/2247/5581/23236/811",8
"EC","GO:0072526","pyridine-containing compound catabolic process","7/288","109/18860",0.0642201834862385,4.20553007135576,4.17952689363448,0.00142408943469936,0.0247640936793633,0.0202010257361452,"2203/1291/57103/23788/55753/23475/5224",7
"EC","GO:0110020","regulation of actomyosin structure organization","7/288","109/18860",0.0642201834862385,4.20553007135576,4.17952689363448,0.00142408943469936,0.0247640936793633,0.0202010257361452,"10391/7168/22843/6281/23332/9475/5217",7
"EC","GO:0150115","cell-substrate junction organization","7/288","109/18860",0.0642201834862385,4.20553007135576,4.17952689363448,0.00142408943469936,0.0247640936793633,0.0202010257361452,"10391/1845/10580/6281/23332/9475/88",7
"EC","GO:0008360","regulation of cell shape","8/288","141/18860",0.0567375886524823,3.71552403467297,4.03039973721772,0.00147460004413764,0.0255088621841998,0.0208085621123386,"23136/11151/301/7430/7168/4478/23580/3679",8
"EC","GO:0009150","purine ribonucleotide metabolic process","14/288","364/18860",0.0384615384615385,2.51869658119658,3.6434183002446,0.0014949264608632,0.0255088621841998,0.0208085621123386,"4705/2203/29789/10606/4709/318/1291/57103/10059/23788/55753/3303/3304/5224",14
"EC","GO:0035088","establishment or maintenance of apical/basal cell polarity","5/288","55/18860",0.0909090909090909,5.95328282828283,4.58103952691118,0.001495128223127,0.0255088621841998,0.0208085621123386,"7430/10015/4478/1741/1742",5
"EC","GO:0061245","establishment or maintenance of bipolar cell polarity","5/288","55/18860",0.0909090909090909,5.95328282828283,4.58103952691118,0.001495128223127,0.0255088621841998,0.0208085621123386,"7430/10015/4478/1741/1742",5
"EC","GO:1990778","protein localization to cell periphery","14/288","365/18860",0.0383561643835616,2.51179604261796,3.63194033357014,0.0015337226793839,0.0258614254104819,0.0210961615254226,"3958/23136/288/7430/10580/6281/6812/7184/1981/5581/9475/8301/1742/88",14
"EC","GO:0010644","cell communication by electrical coupling","4/288","33/18860",0.121212121212121,7.93771043771044,4.96716760915714,0.00153724259420891,0.0258614254104819,0.0210961615254226,"2697/6717/288/1627",4
"EC","GO:0036257","multivesicular body organization","4/288","33/18860",0.121212121212121,7.93771043771044,4.96716760915714,0.00153724259420891,0.0258614254104819,0.0210961615254226,"9146/10015/51534/91782",4
"EC","GO:0090276","regulation of peptide hormone secretion","10/288","211/18860",0.04739336492891,3.10360716166403,3.82652302131084,0.0015540638950179,0.0260233755012952,0.0212282704567991,"6717/2244/2746/2243/2266/5715/5581/23236/1113/9255",10
"EC","GO:0006446","regulation of translational initiation","7/288","111/18860",0.0630630630630631,4.12975475475475,4.11821465161731,0.00158199619174207,0.0263690332973781,0.0215102368443028,"3315/7532/8440/1457/28969/8672/1981",7
"EC","GO:0030834","regulation of actin filament depolymerization","5/288","56/18860",0.0892857142857143,5.84697420634921,4.52340878836458,0.00162152634735212,0.026781099535948,0.0218463751580293,"120/11034/822/88/85477",5
"EC","GO:0050819","negative regulation of coagulation","5/288","56/18860",0.0892857142857143,5.84697420634921,4.52340878836458,0.00162152634735212,0.026781099535948,0.0218463751580293,"302/710/2244/2243/2266",5
"EC","GO:0003073","regulation of systemic arterial blood pressure","7/288","112/18860",0.0625,4.09288194444444,4.08809631167185,0.00166589497846347,0.0273888278959198,0.0223421226059,"10391/5550/7168/6648/83988/9283/4204",7
"EC","GO:0002791","regulation of peptide secretion","10/288","215/18860",0.0465116279069767,3.04586563307494,3.75700159788533,0.00178567512878123,0.0292252802751208,0.023840187596922,"6717/2244/2746/2243/2266/5715/5581/23236/1113/9255",10
"EC","GO:0055074","calcium ion homeostasis","13/288","331/18860",0.0392749244712991,2.57196206780799,3.59299245288606,0.0018175693037072,0.0296132800518421,0.0241566939700867,"11151/6717/5910/5334/7178/1991/7184/794/2247/5581/9885/23236/811",13
"EC","GO:0042327","positive regulation of phosphorylation","11/288","254/18860",0.0433070866141732,2.83601268591426,3.66853159927861,0.00188896253596016,0.0306384640922327,0.024992976107134,"718/7164/10920/1991/2247/57103/1917/5594/408/5217/5300",11
"EC","GO:0090087","regulation of peptide transport","10/288","217/18860",0.0460829493087558,3.01779313876088,3.72284405616366,0.00191153186805072,0.0308661194943726,0.025178683393544,"6717/2244/2746/2243/2266/5715/5581/23236/1113/9255",10
"EC","GO:0001778","plasma membrane repair","4/288","35/18860",0.114285714285714,7.48412698412698,4.78128110443089,0.0019205630127985,0.0308741174101875,0.0251852076017507,"79026/302/6281/91782",4
"EC","GO:2001243","negative regulation of intrinsic apoptotic signaling pathway","7/288","115/18860",0.0608695652173913,3.98611111111111,3.99980112231455,0.00193848969244528,0.0310244124671442,0.0253078090727719,"3315/1191/2876/7178/2247/6648/3303",7
"EC","GO:0072659","protein localization to plasma membrane","12/288","295/18860",0.0406779661016949,2.6638418079096,3.58675572854654,0.00201855142643402,0.0316543874035161,0.0258217039104974,"3958/23136/288/7430/10580/6281/6812/7184/5581/9475/8301/88",12
"EC","GO:0008625","extrinsic apoptotic signaling pathway via death domain receptors","6/288","86/18860",0.0697674418604651,4.5687984496124,4.13065646141139,0.00203688169007523,0.0316543874035161,0.0258217039104974,"3958/9531/2876/2244/2243/2266",6
"EC","GO:0001771","immunological synapse formation","3/288","17/18860",0.176470588235294,11.5563725490196,5.42238539749869,0.00204461074467927,0.0316543874035161,0.0258217039104974,"3958/8440/4478",3
"EC","GO:0043278","response to morphine","3/288","17/18860",0.176470588235294,11.5563725490196,5.42238539749869,0.00204461074467927,0.0316543874035161,0.0258217039104974,"84152/5520/5581",3
"EC","GO:0048148","behavioral response to cocaine","3/288","17/18860",0.176470588235294,11.5563725490196,5.42238539749869,0.00204461074467927,0.0316543874035161,0.0258217039104974,"22924/84152/9456",3
"EC","GO:0051014","actin filament severing","3/288","17/18860",0.176470588235294,11.5563725490196,5.42238539749869,0.00204461074467927,0.0316543874035161,0.0258217039104974,"11034/822/85477",3
"EC","GO:1903729","regulation of plasma membrane organization","3/288","17/18860",0.176470588235294,11.5563725490196,5.42238539749869,0.00204461074467927,0.0316543874035161,0.0258217039104974,"79026/302/6281",3
"EC","GO:0050885","neuromuscular process controlling balance","5/288","59/18860",0.0847457627118644,5.54967043314501,4.35854672709663,0.00204786470899164,0.0316543874035161,0.0258217039104974,"16/1200/5048/1742/6507",5
